"","Gene.name","alpha","beta","lambda1","lambda2","MCpval","on_state_freq","on_state","total_cells","CellType","MEDIAN","MEAN","MODE","VAR","bin_on_freq"
"100","Adar",0.021435241,0.312738972,748.7520677,0.972134471,0.727,50.84745763,30,59,"Pyramidal",14.2912457663347,93.3271748542047,4.32633192440755,40682.0689654809,8
"101","Adat3",0.100775423,0.873860213,12.46973019,0.566205227,0.559,40.6779661,24,59,"Pyramidal",1.18988124684636,1.99799427549311,0.592540936006331,5.97779557232805,6
"102","Adcy1",0.112245251,0.837251935,3251.691275,0.978470415,0.883,76.27118644,45,59,"Pyramidal",221.247156403427,518.555906046095,60.4035914670621,668236.142003563,10
"103","Adcy6",0.028660238,0.409979635,82.37316415,0.95603755,0.949,30.50847458,18,59,"Pyramidal",2.87820133109827,17.7526824819897,2.1499309842542,925.960649931486,4
"104","Add1",0.054523879,1.755337766,409.0144646,3.499141987,0.116,45.76271186,27,59,"Pyramidal",2.3066464254749,111.863400886126,2.00979660025524,70274.4577878257,7
"105","Adh5",0.023428562,1.259970721,28571.56802,0.120978502,0.957,32.20338983,19,59,"Pyramidal",0.726608165099269,270.225403991089,-1.2504928407898,394004.44690422,5
"106","Adnp",0.074488986,1.321473033,2353.603621,1.10579747,0.927,59.3220339,35,59,"Pyramidal",6.18181242027274,254.169519880333,15.7860819095163,256165.141142003,9
"107","Adora1",0.12708315,1.978887248,4906.258317,1.200576433,0.795,57.62711864,34,59,"Pyramidal",40.0950252418015,574.995824753821,51.4845003331312,1055916.00430993,9
"108","Adrb1",0.067967225,1.021904215,154.3406973,2.188407147,0.208,28.81355932,17,59,"Pyramidal",4.90828259577897,70.9762632887281,4.92801929835007,19955.220896856,4
"109","Adrbk1",0.081442039,1.224715369,129.2729245,3.158748452,0.488,33.89830508,20,59,"Pyramidal",7.06955470108233,79.4065281993819,4.47114475352251,23274.4031902523,5
"110","Adrbk2",0.08261591,2.049645107,3850.384096,1.076981169,0.666,57.62711864,34,59,"Pyramidal",54.9174424373771,301.61080461576,32.3230958340899,425403.532376514,9
"111","Aes",0.031377446,0.33494073,691.1256613,0.927605899,0.739,45.76271186,27,59,"Pyramidal",32.5777933662636,119.21542582603,14.1301808184419,42263.6882142082,7
"112","Aff1",0.043739322,5.709336966,260.8926423,0.316824,0.472,27.11864407,16,59,"Pyramidal",0.336513104528073,0.989419619602241,0.324606969997756,4.45080919101848,3
"113","Agap2",0.1149452,2.864660922,99.15185714,0.827755647,0.447,50.84745763,30,59,"Pyramidal",1.06713467407002,5.83060992211282,0.701132777840742,243.989857512493,8
"114","Agap3",0.032348199,1.378453275,2483.513197,1.263322775,0.772,55.93220339,33,59,"Pyramidal",6.35825459862226,149.874625955517,3.7520581078924,187372.263261913,8
"115","Agfg2",0.067177383,3.413288942,403.5942164,0.301078619,0.222,30.50847458,18,59,"Pyramidal",0.99172179490498,5.27672341525713,0.570934642295162,100.940196046183,4
"116","Aggf1",0.030613516,2.925415485,604.6859881,3.394698115,0.328,32.20338983,19,59,"Pyramidal",6.76493430660203,109.584769553494,4.6810722699209,62613.7053774217,5
"117","Ago4",0.033316031,15.1006408,2923.676346,0.779515721,0.619,27.11864407,16,59,"Pyramidal",0.715799814944381,28.6901150563475,0.575510197295715,3644.36165004001,3
"118","Ahctf1",0.047199922,1.254822468,6350.903571,1.128618387,0.731,44.06779661,26,59,"Pyramidal",22.4593071427896,593.977277661707,22.9081372405357,1834237.38842222,7
"119","Ahcyl1",0.087515987,0.825825317,3159.690549,0.973315682,0.767,76.27118644,45,59,"Pyramidal",52.0171208605609,393.97904491206,38.3092680981342,513094.775831423,10
"120","Ahcyl2",0.051989866,0.6244665,1479.224292,0.968458809,0.743,55.93220339,33,59,"Pyramidal",7.47352025868724,214.573445368148,15.5905562805467,152714.022013255,8
"121","Aip",0.092486868,17.60590357,219.4914836,1.08632391,0.596,23.72881356,14,59,"Pyramidal",3.99215473446232,6.21172181493162,4.12461063057942,120.55450583808,2
"122","Ak1",0.053041666,1.52495447,167.6337623,1.508052444,0.442,40.6779661,24,59,"Pyramidal",1.58286700491325,21.4227492683405,1.1123045298516,2340.43896819228,6
"123","Akap1",0.057786258,7.579022218,1572.918782,3.565623347,0.674,62.71186441,37,59,"Pyramidal",40.3374352518856,96.7346814366607,23.7875133369574,58491.6822851348,9
"124","Akap8",0.050390477,1.438524123,5701.218586,1.038660906,0.91,57.62711864,34,59,"Pyramidal",70.6578132025206,427.737897381058,14.7136832892725,924693.010139444,9
"125","Akap11",0.095657071,4.590020368,4703.963396,2.003231873,0.947,54.23728814,32,59,"Pyramidal",9.91892035576812,301.530674363941,9.90715476837661,640826.858014967,8
"126","Akap12",0.034617795,242.0872269,7852.939022,2.713148781,0.59,42.37288136,25,59,"Pyramidal",0.555865634782514,21.7684551499972,0.240424844120978,5859.95455520849,6
"127","Akirin1",0.090690499,1.554239208,2145.78341,1.205018885,0.542,45.76271186,27,59,"Pyramidal",48.3135902476175,292.469263636858,30.636027433695,287527.933985722,7
"128","Akr1b8",0.119607268,2.127421842,45.28888583,0.960773663,0.576,55.93220339,33,59,"Pyramidal",1.01805604269574,4.64243524584584,0.624001434312985,69.4150646830425,8
"129","Akt3",0.045959735,0.7518831,1416.960842,0.458579587,0.58,28.81355932,17,59,"Pyramidal",1.94799541445336,138.649493270844,2.42295204711959,117356.47027089,4
"130","Aldoa",0.075646538,0.83028637,2933.252833,0.933280614,0.995,69.49152542,41,59,"Pyramidal",128.966794525455,406.164299283471,52.0255083894814,438205.946134047,10
"131","Alg2",0.062234678,4.9008363,153.8992603,1.246226563,0.385,23.72881356,14,59,"Pyramidal",1.6975952279403,9.87405744919093,1.21521262386213,797.245775269416,2
"132","Alkbh5",0.014773452,1.322180071,1285.539107,2.3128577,0.658,42.37288136,25,59,"Pyramidal",1.13547907772192,145.580786644332,1.05694487949164,114245.045073054,6
"133","Alpk3",0.240673744,3.207789104,30.32748497,0.72885806,0.374,54.23728814,32,59,"Pyramidal",1.38363161470243,2.92384207096701,0.922388945065177,15.5422461091851,8
"134","Alyref",0.063211623,11.60477334,186.805193,0.401023559,0.651,23.72881356,14,59,"Pyramidal",0.511480325475233,1.64967596285857,0.393154356224022,7.4963042247877,2
"135","Amotl1",0.158576738,6.797826526,95.42014414,0.942718929,0.462,42.37288136,25,59,"Pyramidal",1.01805604269574,4.48996123648885,0.769193753789813,79.5964230374571,6
"136","Amph",0.038814471,0.32893262,4511.594282,0.90968669,0.96,59.3220339,35,59,"Pyramidal",53.1785861807275,778.771855247056,36.6627694480576,1888968.84256677,9
"137","Anapc2",0.049114724,0.776668329,23.50294663,0.854562458,0.284,22.03389831,13,59,"Pyramidal",2.04068458445852,6.6675129579549,1.64505602446619,64.8815113172894,1
"138","Anapc5",0.101079194,44.49591432,962.3750933,8.564469441,0.5,42.37288136,25,59,"Pyramidal",17.7953308207182,73.7754419984318,5.29013600594382,33079.5898214211,6
"139","Anapc11",0.020714138,0.278993809,597.4802972,0.972288342,0.105,45.76271186,27,59,"Pyramidal",1.01261447730594,148.595168583175,5.77671971131242,106552.348276633,7
"140","Angel2",0.068408894,1.43051645,2409.255838,1.370165456,0.708,50.84745763,30,59,"Pyramidal",41.5066054942642,325.233781348638,28.0344887637475,398418.087646173,8
"141","Angptl1",0.050695237,4.871541571,544.8920625,0.051452065,0.561,27.11864407,16,59,"Pyramidal",0.309969942164346,1.47216220169594,0.245788769103357,15.2255578631703,3
"142","Ank1",0.042511037,8.965828327,2388.448636,0.233482482,0.433,20.33898305,12,59,"Pyramidal",0.472086619411486,16.9878811315125,0.384892351514427,1388.77361295052,1
"143","Ank2",0.120425256,4.084236593,3213.771675,1.469954474,0.447,71.18644068,42,59,"Pyramidal",32.0221209080221,184.780486230292,16.1025729996315,217386.750307233,10
"144","Ank3",0.062933545,2.128042727,7113.764356,1.300312065,0.73,79.66101695,47,59,"Pyramidal",94.8098222193542,392.432323959773,35.234085529066,996055.925840642,10
"145","Ankhd1",0.017694324,0.782544503,3423.288184,1.258534449,0.625,45.76271186,27,59,"Pyramidal",1.00646414986249,308.028255788862,-5.70703311720124,1443844.2096648,7
"146","Ankmy2",0.022214276,0.458173116,144.7381528,0.836386838,0.958,25.42372881,15,59,"Pyramidal",1.36887160159371,24.3072085161342,2.46602940585798,1679.0036613855,3
"147","Ankrd12",0.096200781,1.123722417,4538.273535,1.179555716,0.886,67.79661017,40,59,"Pyramidal",52.6623783413489,682.456741476311,42.2687976891791,1374224.00403081,9
"148","Ankrd13d",0.04275618,1.197637395,519.5295263,0.895024179,0.574,23.72881356,14,59,"Pyramidal",30.0594369961217,68.9689218276151,17.6401073337378,17024.0052311443,2
"149","Ankrd17",0.050440286,0.750551212,2498.51133,1.007718565,0.177,64.40677966,38,59,"Pyramidal",9.50324410486942,302.591806717341,8.12808688084652,330191.53771786,9
"150","Ankrd32",0.018150565,0.2772642,183.2825877,0.829698238,0.867,27.11864407,16,59,"Pyramidal",3.81471118116746,35.889622538657,3.42683439976658,3465.26460560426,3
"151","Ankrd52",0.006319395,2.794975122,1577.308299,0.720272637,0.756,27.11864407,16,59,"Pyramidal",0.290536426383358,3.31330700578646,0.277438128804664,128.64913024805,3
"152","Ano3",0.033754649,6.705462838,888.127172,1.802810451,0.14,27.11864407,16,59,"Pyramidal",13.2659026671153,116.539602892985,5.91350752418506,65749.4893667786,3
"153","Anp32a",0.033127564,0.302852443,179.4645553,0.804153954,0.975,35.59322034,21,59,"Pyramidal",5.4006105456317,42.2430732667171,4.62455656961896,4085.7962177111,5
