"","X","Gene.name","alpha","beta","lambda1","lambda2","MCpval","on_state_freq","on_state","total_cells","CellType","MEAN","MODE","MEDIAN"
"2705",2705,"Acap3",0.0225264758155966,0.38684722121433,110.143719069328,0.885419352339015,0.929,24,6,25,"Fast-spiking",27.6688439932231,3.773953966848,0
"2706",2706,"Acat2",0.048605645505846,0.327349928497059,5.90041038134732,0.665459782296575,0.599,24,6,25,"Fast-spiking",2.17268227848192,2.21921952757111,0
"2707",2707,"Acbd5",0.561257822284867,3.06690455726644,310.074829665417,0.416622303173178,0.652,64,16,25,"Fast-spiking",29.661620423191,5.69805918637005,0.590609405403296
"2708",2708,"Acin1",0.0495722094336294,0.581614904877365,41.9199869909296,0.9090707349292,0.94,24,6,25,"Fast-spiking",14.785066395085,4.99789124465662,0
"2709",2709,"Acly",0.0292280734509095,1.22882709863756,697.457141546357,2.38752431271334,0.673,24,6,25,"Fast-spiking",211.650045384401,44.5460270762751,0
"2710",2710,"Aco1",0.0537180809541473,2.03644363347519,53.5449419740487,1.33585754343607,0.66,24,6,25,"Fast-spiking",10.2202058990315,1.15929470690847,0
"2711",2711,"Aco2",0.089155329940711,23.0316293851115,685.578212143692,9.07319248183288,0.52,32,8,25,"Fast-spiking",161.410227965212,22.1327047968613,0
"2712",2712,"Acot7",0.0367712671891253,0.237111712928847,3924.48478424874,0.985173507002214,0.559,52,13,25,"Fast-spiking",924.641987637203,94.0520417122971,0.286533310786794
"2713",2713,"Acot8",0.050285305100343,0.756528289871273,30.0212259682607,0.795680559362719,0.973,20,5,25,"Fast-spiking",8.47089117952841,2.28383803719608,0
"2714",2714,"Acsl1",0.0245161750729958,1.48478626915034,786.345113022828,2.7101987309915,0.11,24,6,25,"Fast-spiking",219.631335691334,37.8735273691717,0
"2715",2715,"Acss2",0.0775629376509846,219.010871412968,3347.3735067072,86.2568319917364,0.78,20,5,25,"Fast-spiking",901.455140575536,500.841171335435,0
"2716",2716,"Acta1",0.0370770730535182,1.9579532982719,135.825203260741,1.71245241949351,0.957,20,5,25,"Fast-spiking",28.5749464504142,3.68976346422908,0
"2717",2717,"Actb",0.0683299214389799,0.328054475580847,4301.22034806035,0.946138529692531,0.976,84,21,25,"Fast-spiking",813.398225138342,40.8903684686984,21.1559745714876
"2718",2718,"Actg1",0.207636956010329,2.0725699985427,48.5445416010818,1.29543311359362,0.188,60,15,25,"Fast-spiking",9.52470468492543,2.09519553255713,0.661124205358989
"2719",2719,"Actl6b",0.0574806498431279,3.54561034243137,62.7074495556643,2.78509475757101,0.82,20,5,25,"Fast-spiking",16.9560806848132,6.63600143672763,0
"2720",2720,"Actn1",0.0855773790904548,2.32214706458656,77.7651926364737,1.47694470092262,0.825,36,9,25,"Fast-spiking",12.8096641527368,1.1519742054812,0
"2721",2721,"Actn4",0.0689338815875183,5.67717322248914,67.0063545572225,5.85870282260872,0.692,20,5,25,"Fast-spiking",29.2373076583188,22.8924478221029,0
"2722",2722,"Actr2",0.0469164559855054,30.0982762247983,1647.08176953328,25.2096260103682,0.499,32,8,25,"Fast-spiking",436.636673684178,85.4468428965863,0
"2723",2723,"Actr3",0.0603289750217187,0.503640969568822,1445.36394898369,0.978125721601166,0.997,48,12,25,"Fast-spiking",328.090834329982,49.3071474063374,0
"2724",2724,"Adam9",0.0417367528472614,0.862605808625771,9.69450013516105,1.03466944804784,0.838,20,5,25,"Fast-spiking",2.8209470769589,0.755849878434414,0
"2725",2725,"Adam11",0.047760573450024,7.27978490873004,1007.51867461839,1.92982416413168,0.193,36,9,25,"Fast-spiking",143.189354893301,3.12824070741323,0
"2726",2726,"Adam15",0.0453701663867334,0.40807071597748,75.5487064295364,0.968632023966268,0.455,32,8,25,"Fast-spiking",23.9554229542698,7.46920050553299,0
"2727",2727,"Adam23",0.0736327179427879,1.79555647148684,352.089697901431,1.4527148951681,0.724,52,13,25,"Fast-spiking",39.5884496016963,1.21935699241672,0.20398577982713
"2728",2728,"Adam28",0.0163442694098793,0.0634456050548364,10.9781532252839,0.0465648326161578,0.911,20,5,25,"Fast-spiking",0.550569869903951,0.489401277351611,0
"2729",2729,"Adap1",0.0186983625662344,1.05727973506978,263.956124544265,1.57920841267365,0.963,20,5,25,"Fast-spiking",55.4821133810488,1.77383644948629,0
"2730",2730,"Adar",0.0262319519836556,0.167113150702824,657.093481104205,0.722103117930575,0.955,24,6,25,"Fast-spiking",295.61923470096,61.5021332845507,0
"2731",2731,"Adat3",0.087057332656198,1.01523457368282,14.1494369994298,0.55074518973242,0.862,24,6,25,"Fast-spiking",2.50905385459543,0.853325186121324,0
"2732",2732,"Adcy1",0.0180555642384343,0.310267569435039,6626.73030867224,0.893583776784884,1,44,11,25,"Fast-spiking",1589.06971143344,37.9084288458777,0
"2733",2733,"Adcy6",0.0543716480093002,25.486636056181,730.730970987063,1.34188504139114,0.88,28,7,25,"Fast-spiking",8.67681149396625,0.669847074679866,0
"2734",2734,"Add1",0.0344132557711271,1.61447402320228,629.272829651623,2.50550183550604,0.765,32,8,25,"Fast-spiking",171.630596191333,24.9222096519854,0
"2735",2735,"Adh5",0.0443731442300063,0.382702900881107,38.7551024675256,0.886657720153432,0.558,24,6,25,"Fast-spiking",14.5067162536235,5.22363944626844,0
"2736",2736,"Adnp",0.0727821052096341,2.98935083019382,218.313623187272,3.21459064691803,0.751,36,9,25,"Fast-spiking",55.9318752708397,6.32609316290562,0
"2737",2737,"Adora1",0.0587143768162925,2.17139191982652,72.5313669780843,1.59909959280569,0.902,24,6,25,"Fast-spiking",15.0881268744645,2.24100955017605,0
"2738",2738,"Adrb1",0.0769741459730848,7.20761621852917,861.366549611367,0.282229195093524,0.981,28,7,25,"Fast-spiking",10.4333000989186,1.04446949387889,0
"2739",2739,"Adrbk1",0.0370507998626832,0.533308853443566,202.207033519166,0.853024803491311,1,24,6,25,"Fast-spiking",58.2842513454082,21.9147749954596,0
"2740",2740,"Adrbk2",0.0869627583634973,1.26364428126505,387.230036470769,1.43422260169543,0.065,48,12,25,"Fast-spiking",79.4498603414137,5.57220297350106,0
"2741",2741,"Aes",0.0753512752662962,0.702331948366624,506.728597416068,1.00716441227625,0.33,40,10,25,"Fast-spiking",134.25417490444,40.4007745996668,0
"2742",2742,"Aff1",0.0272950256409536,0.397931461089704,93.0959047392978,0.0453807675098098,0.907,20,5,25,"Fast-spiking",1.70604020466937,0.488176712103142,0
"2743",2743,"Agap2",0.0587828844561154,0.74387954787276,38.0629392059035,1.46702424657031,0.929,44,11,25,"Fast-spiking",9.73429578691625,1.08832864349134,0
"2744",2744,"Agap3",0.0332287783186903,0.180314704893264,460.503194473117,0.532160200091904,0.893,36,9,25,"Fast-spiking",126.742236243586,33.4600269259192,0
"2745",2745,"Agfg2",0.043457102169844,0.363430483870607,48.2322396468865,0.0483617131418948,0.974,24,6,25,"Fast-spiking",0.99778944934666,0.392419517496592,0
"2746",2746,"Aggf1",0.0918607008693229,1.30970001809288,4443.67708074167,0.0549590351041926,0.241,20,5,25,"Fast-spiking",34.9525485570214,2.32240708370463,0
"2747",2747,"Ago4",0.0399339358593567,0.339089936892832,99.2768887039137,0.0322368015600914,0.813,32,8,25,"Fast-spiking",1.00483980925589,0.279219034998071,0
"2748",2748,"Ahctf1",0.034825648546606,0.408739265281651,1574.94475395844,1.14974650732236,0.477,32,8,25,"Fast-spiking",486.516581793754,27.8783477431572,0
"2749",2749,"Ahcyl1",0.30116155887223,1.72582595733724,1189.9272719433,0.394796968348495,0.958,44,11,25,"Fast-spiking",184.282360907409,30.0688608548168,0
"2750",2750,"Ahcyl2",0.097753151970512,3.15796036598135,339.603977783371,2.59339966145054,0.792,48,12,25,"Fast-spiking",60.0603179271031,3.33605793696389,0
"2751",2751,"Aip",0.0355744295640428,0.519457325677809,77.6631136469382,0.74530617825699,0.636,24,6,25,"Fast-spiking",18.1272450871882,1.06593696423107,0
"2752",2752,"Ak1",0.0608718196665999,9.3385356397598,412.055845081266,12.3015382134713,0.701,32,8,25,"Fast-spiking",102.953000755681,10.2831140812885,0
"2753",2753,"Akap1",0.34315593216841,2.91082374624073,940.997596005998,1.11472037608669,0.653,88,22,25,"Fast-spiking",121.117347649078,23.8906930960032,34.5135491935387
"2754",2754,"Akap8",0.0365304540052248,0.473312543030219,1069.62073528645,0.981161728894547,0.187,28,7,25,"Fast-spiking",329.376090591675,46.2338027569757,0
"2755",2755,"Akap11",0.0719863253149119,2.38299209684737,260.128705523093,1.71366108827119,0.376,40,10,25,"Fast-spiking",40.2367866968315,1.16897001709939,0
"2756",2756,"Akap12",0.0483997929010687,37.2813860470691,1641.96270996062,1.98919156009888,0.921,40,10,25,"Fast-spiking",16.8317890078048,0.656709690864879,0
"2757",2757,"Akirin1",0.0791313233049993,0.869884533722432,16.4496311249212,0.731680963009921,0.924,24,6,25,"Fast-spiking",4.1054586528409,1.36681054740323,0
"2758",2758,"Akr1b8",0.117227636430741,5.32880594065132,198.487635617734,1.15398653658551,0.879,56,14,25,"Fast-spiking",11.4898268971956,1.23938096272286,0.17530438927104
"2759",2759,"Akt3",0.00972961611317228,3.38542333533151,1311.64141653716,4.9671632143676,0.592,24,6,25,"Fast-spiking",258.811661922467,4.32864733938433,0
"2760",2760,"Aldoa",0.124403257993004,1.32578000558663,4936.0609096407,1.12332881413073,0.86,44,11,25,"Fast-spiking",1142.35451616218,326.159604382524,0
"2761",2761,"Alg2",0.0148070140183262,0.0742846880634699,10.9072023032521,0.571492440359199,0.579,20,5,25,"Fast-spiking",5.08823842618771,6.66342989873819,0
"2762",2762,"Alkbh5",0.035484674118782,0.556237553707497,211.858242519577,0.836290802857189,0.984,44,11,25,"Fast-spiking",28.0666468946303,0.680180565651884,0
"2763",2763,"Alpk3",0.301534899849769,4.59103570267773,56.8348609655447,0.959946735519022,0.926,68,17,25,"Fast-spiking",5.46545085090305,1.25833859277883,0.611957339481391
"2764",2764,"Alyref",0.0168819475428422,0.270745587843327,154.965704349283,0.0273529335163447,0.503,20,5,25,"Fast-spiking",1.32381474883486,0.265918095707678,0
"2765",2765,"Amotl1",0.105787811312115,3.69822705126981,112.835962574342,1.65508329483223,0.951,48,12,25,"Fast-spiking",11.649533023444,0.991525566304066,0
"2766",2766,"Amph",0.00640813362520118,0.355726011125795,9593.3064254721,1.09110066553115,0.169,40,10,25,"Fast-spiking",1209.21016801513,-5.26056633472217,0
"2767",2767,"Anapc2",0.0509871406547259,0.849347937785154,34.1441308868485,1.68025071576218,0.905,20,5,25,"Fast-spiking",18.2621485857073,4.37160609352706,0
"2768",2768,"Anapc5",0.0192331283424866,0.150770004817199,721.917942145676,0.829585901064156,1,32,8,25,"Fast-spiking",252.501809243099,65.3562545629363,0
"2769",2769,"Anapc11",0.0968387143807538,145.614045240205,1427.21706784015,50.9100120896191,0.921,28,7,25,"Fast-spiking",325.153111005427,55.8396023220729,0
"2770",2770,"Angel2",0.0510888761703436,2.39171989267664,315.480774660916,1.78722712340966,0.714,24,6,25,"Fast-spiking",56.5932343477843,2.3777099294905,0
"2771",2771,"Angptl1",0.108015076859222,0.36724402717927,25.1390817849177,0.0584372914444575,0.509,40,10,25,"Fast-spiking",0.830045460813589,0.441551065368708,0
"2772",2772,"Ank1",0.019111208119492,0.318398341557441,4545.54740900268,0.0231862268836359,0.993,32,8,25,"Fast-spiking",22.3089456288393,1.53353201803496,0
"2773",2773,"Ank2",0.185684644153191,3.91368735984209,380.585273498542,3.28949496993949,0.823,48,12,25,"Fast-spiking",116.56320148859,21.3208623486153,0
"2774",2774,"Ank3",0.121908146583553,1.28476508066355,2210.59448939263,1.25612114013683,0.415,80,20,25,"Fast-spiking",316.122213172665,29.7061112955635,12.9934069188725
"2775",2775,"Ankhd1",0.388517781015764,2.36027056991022,2380.32762927561,0.0763434695155874,0.803,32,8,25,"Fast-spiking",24.0606761227218,2.16924342341333,0
"2776",2776,"Ankmy2",0.129514879001821,0.819231154081336,4620.08966012961,0.0313794110710119,0.243,20,5,25,"Fast-spiking",27.1084886645485,0.786287011348053,0
"2777",2777,"Ankrd12",0.0797626549018824,0.555942904422356,882.547828310813,0.995928192295021,0.808,52,13,25,"Fast-spiking",237.011451072652,39.3775232982064,0.407971559654261
"2778",2778,"Ankrd13d",0.0300168438603622,0.19032391400372,162.939800692399,0.709303022829884,0.51,24,6,25,"Fast-spiking",57.7347719663371,9.30368810943669,0
"2779",2779,"Ankrd17",0.0636058860860956,0.552740796144261,2459.91839936015,0.958757433179079,0.742,64,16,25,"Fast-spiking",405.543332653754,28.7472036666494,1.97808017580497
"2780",2780,"Ankrd32",0.0667659698511073,2.17840350355259,104.428718167848,2.1181708970666,0.857,32,8,25,"Fast-spiking",26.1510430041831,4.38729473839371,0
"2781",2781,"Ankrd52",0.0179958029887513,0.125261813777378,7.19216433341427,0.380658638281308,0.866,20,5,25,"Fast-spiking",1.80801430828236,2.64847476660356,0
"2782",2782,"Ano3",0.0151675886309931,6.27982091594533,1519.85229682251,0.743404879420137,0.824,20,5,25,"Fast-spiking",7.76080912949549,0.622122333214863,0
"2783",2783,"Anp32a",0.0428707259126016,13.339712084274,227.780026631703,13.2273272662282,0.935,24,6,25,"Fast-spiking",52.994673448016,3.64222359675337,0
"2784",2784,"Anp32b",0.070547442896104,4.8177241429217,92.7770732138164,3.3410277554283,0.839,32,8,25,"Fast-spiking",15.8140549670818,1.5554375174182,0
"2785",2785,"Anxa7",0.0281609679139377,1.68272853853434,271.776053622442,0.450695303152733,0.71,20,5,25,"Fast-spiking",5.28353436493288,0.707813553863067,0
"2786",2786,"Ap1ar",0.244271875702476,1.68120551474851,2063.39022854147,0.0965945726810299,0.12,20,5,25,"Fast-spiking",37.1319664764606,2.91219106839085,0
"2787",2787,"Ap1b1",0.0562625695187188,11.1238918824275,893.967031053818,4.45068346565853,0.426,36,9,25,"Fast-spiking",199.082432569154,20.5166656861923,0
"2788",2788,"Ap1g1",0.0678040943008422,4.4323284865626,726.534123509625,1.60999329811919,0.426,52,13,25,"Fast-spiking",60.2428005549839,1.71835831528918,0.28213270737383
"2789",2789,"Ap1m1",0.0934026080590155,3.25341512505521,88.4245313039241,1.50623375769577,0.934,32,8,25,"Fast-spiking",13.75224929053,3.59818097062588,0
"2790",2790,"Ap1s1",0.337541352932173,1.70993140904129,16.1702109627285,0.52424489625639,0.885,56,14,25,"Fast-spiking",2.64322357738082,1.80158820194562,0.503227398064381
"2791",2791,"Ap2b1",0.0129685785783111,2.57934994597523,787.771288081359,8.14760403166557,0.831,24,6,25,"Fast-spiking",170.577921934284,1.70768680164778,0
"2792",2792,"Ap2m1",0.0524562830555452,0.615080163731401,1705.26606788168,1.03874051089935,0.593,32,8,25,"Fast-spiking",474.59905467043,112.922018392208,0
"2793",2793,"Ap2s1",0.661367502966521,6.69093752030302,221.764605936031,4.57199238164422,0.32,20,5,25,"Fast-spiking",83.4555454504692,11.9334948695532,0
"2794",2794,"Ap3d1",0.0436787258024835,6.85822433100672,18720.4068205105,0.0839737891486265,0.063,28,7,25,"Fast-spiking",241.323746817662,2.12470637407699,0
"2795",2795,"Ap3m1",0.0446368796122501,4.54214387793055,174.091065214263,1.44331830842863,0.734,32,8,25,"Fast-spiking",9.3872775209048,0.771111630455898,0
"2796",2796,"Ap3s1",0.0724936536858018,15.2735975254299,275.53795536457,0.782420278428971,0.86,24,6,25,"Fast-spiking",3.56276618058123,0.759289413952946,0
"2797",2797,"Ap4e1",0.0279760681192796,0.586339228992791,19.5850355317211,1.04086624205694,0.671,20,5,25,"Fast-spiking",5.27945560371638,1.07244448745773,0
"2798",2798,"Apba1",0.0505280868695846,0.913209968044056,287.472292449434,1.32958511639093,0.753,40,10,25,"Fast-spiking",57.8967798018582,3.06037702355407,0
"2799",2799,"Apbb1ip",0.624052491645242,6.61444200257563,50.0157692030987,1.92627304758474,0.662,68,17,25,"Fast-spiking",11.8495092267039,5.13148341527849,2.48750208080209
"2800",2800,"Apc2",0.0174272211392728,0.349403781012979,73.4934343406617,1.02156342478605,0.961,20,5,25,"Fast-spiking",18.31902215457,0.619474514769577,0
"2801",2801,"Apc",0.229398455104953,2.65621713234932,499.809167278751,1.98612081170883,0.452,52,13,25,"Fast-spiking",144.898564203095,29.0909151797185,0.338801581662764
"2802",2802,"Api5",0.478156845178412,1.73470211605162,227.003547439645,1.69994777852827,0.306,20,5,25,"Fast-spiking",91.4948157757669,28.4322682747379,0
"2803",2803,"Aplp1",0.128034782539294,3.47096735500547,767.542441357646,2.00916660549373,0.805,48,12,25,"Fast-spiking",123.910939364766,26.4094122021283,0
"2804",2804,"Apoa1bp",0.025314545338392,0.152928560852215,381.437622953528,0.620526071754304,0.282,28,7,25,"Fast-spiking",146.151174664692,8.8869504902263,0
"2805",2805,"Apob",0.093305106345577,3.00420636238366,212.310706722411,1.23239849851946,0.554,44,11,25,"Fast-spiking",23.1759637436512,2.06089669387746,0
"2806",2806,"Apoe",0.0614070135174294,2.5778146447242,347.325706035717,2.58404575574272,0.774,48,12,25,"Fast-spiking",58.2491872313148,4.61833794914767,0
"2807",2807,"Appl1",0.0270805585371033,4.55539636671242,2268.92413273856,1.10242072910118,0.476,24,6,25,"Fast-spiking",458.201720278779,15.7869619033619,0
"2808",2808,"App",0.0457481326829357,0.334010899894268,2424.13452334709,0.995134302303536,0.922,80,20,25,"Fast-spiking",430.381875642716,9.93504619965091,1.43617452792917
"2809",2809,"Aptx",0.0335485533521687,1.75678201971308,184.89436815209,1.16093873097561,0.138,24,6,25,"Fast-spiking",32.3331129813649,0.984096539483071,0
"2810",2810,"Arcn1",0.120479515228149,1.68208704124799,27.9159771403712,0.930693067714636,0.512,40,10,25,"Fast-spiking",4.51995409289119,0.880738571522065,0
"2811",2811,"Arf1",0.0240161479957951,0.282611223433341,3963.64957764091,0.979359072874334,0.994,64,16,25,"Fast-spiking",457.843469703266,2.11849523035914,0.661124205358989
"2812",2812,"Arf5",0.0357832964470034,0.243083132266296,8.32871059574319,0.437582979691321,0.698,24,6,25,"Fast-spiking",2.43036941776497,0.777648535814241,0
"2813",2813,"Arfgef2",0.0553634624517307,2.96901901645888,248.551707816888,3.13867802765555,0.909,40,10,25,"Fast-spiking",48.1095100638995,4.00197820394416,0
"2814",2814,"Arglu1",0.105745445325224,0.541351000139773,101.524955919098,0.836442522867281,0.89,56,14,25,"Fast-spiking",27.3270816481105,8.04686741551248,1.32224841071798
"2815",2815,"Arhgap21",0.238895349868042,0.92076022619472,740.467621203298,0.975741520802855,0.578,88,22,25,"Fast-spiking",167.333776604036,50.6286979819459,80.8287689767321
"2816",2816,"Arhgap26",0.0334430718703016,0.910785686327999,84.7853944326232,1.9911926697763,0.932,32,8,25,"Fast-spiking",27.9296092863387,1.84958218408759,0
"2817",2817,"Arhgap33",0.0652617766109818,1.52071030714501,33.8455549125473,1.10300935161634,0.747,24,6,25,"Fast-spiking",7.50281325122543,2.0019679907474,0
"2818",2818,"Arhgef4",0.0228456662865842,0.25169025614958,820.407846531084,0.492024823151692,1,20,5,25,"Fast-spiking",235.906341053107,42.8956996177495,0
"2819",2819,"Arhgef7",0.0476362171133182,3.48160733657795,1581.6075113079,2.39049469056531,0.573,52,13,25,"Fast-spiking",177.48686479861,3.8410321051585,0.297963008251084
"2820",2820,"Arhgef9",0.0309668972154496,0.40147403333032,1663.05640426508,1.05005166092252,0.095,36,9,25,"Fast-spiking",405.313034690319,12.9187425959818,0
"2821",2821,"Arhgef18",0.0894665416991721,2.8582799469429,129.263105825564,1.25170636917784,0.443,36,9,25,"Fast-spiking",15.7958762339425,1.40213525123238,0
"2822",2822,"Arid4b",0.0445731967334488,2.3273297489794,21170.4315465381,0.0324858779575614,0.087,36,9,25,"Fast-spiking",165.513361691123,-0.161137424138555,0
"2823",2823,"Arih2",0.561756838520829,0.376419490822902,173.893201439806,0.935592514779627,0.715,20,5,25,"Fast-spiking",87.3121656974819,139.66255870501,0
"2824",2824,"Arl3",0.395671623163986,3.73585138513443,1848.10902666635,2.86359043182646,0.877,24,6,25,"Fast-spiking",457.600254443401,66.0642037193185,0
"2825",2825,"Arl5a",0.0556707888604972,0.878434823101368,25.7964707172774,1.80514293615411,0.978,28,7,25,"Fast-spiking",10.9980541743038,2.33460719049348,0
"2826",2826,"Arl8a",0.136334367077311,6.62987225854082,461.057132822728,6.32582719946749,0.654,64,16,25,"Fast-spiking",96.362842391206,9.60045213323519,2.87094964682177
"2827",2827,"Arl8b",0.0234872478445189,4.89146520296972,1165.32013532306,9.26862740617095,0.914,32,8,25,"Fast-spiking",174.196962278606,3.59248969310002,0
"2828",2828,"Armc8",0.114240478148825,6.15106884589882,892.364893446068,2.80839863313968,0.508,72,18,25,"Fast-spiking",47.8055448674795,2.31230171831942,1.43617452792917
"2829",2829,"Arnt2",0.172336245458979,4.82344840459913,2240.99624796589,2.76865244957509,0.915,64,16,25,"Fast-spiking",314.813398704887,8.50166040352957,0.688915126496974
"2830",2830,"Arpc1a",0.0115572436446698,0.121271058572889,2495.07357937766,0.758473841476742,1,20,5,25,"Fast-spiking",1144.2467286597,340.090682734139,0
"2831",2831,"Arpc2",0.0554387150621027,0.700042283532477,599.463558481698,1.05632341943404,0.902,60,15,25,"Fast-spiking",85.1811232151166,6.39426154405511,0.595926016502168
"2832",2832,"Arpc4",0.072817438558789,1.56416166717775,101.119949068439,1.31761168460809,0.799,32,8,25,"Fast-spiking",21.983995986562,4.02736614058346,0
"2833",2833,"Arpp19",0.0634135009661703,0.36513008020789,396.053708365242,0.905341391945367,0.992,40,10,25,"Fast-spiking",136.110912567571,33.9522465588493,0
"2834",2834,"Arpp21",0.172211831915711,5.14475865711529,103.961127728257,1.61705029558193,0.092,60,15,25,"Fast-spiking",8.26303949395644,0.832849462265229,0.523684648589913
"2835",2835,"Arrdc5",0.179598673315993,16.779802399316,201.752005807883,0.49963815568254,0.726,44,11,25,"Fast-spiking",2.30502248743145,0.644441069213491,0
"2836",2836,"Arvcf",0.0427033206757804,6.94439702026402,914.732402424901,1.99015152296571,0.361,36,9,25,"Fast-spiking",47.8781860786509,1.31017653655871,0
"2837",2837,"Asap1",0.0240247754628312,0.272908733729349,6120.67510728307,0.0920028276703108,1,36,9,25,"Fast-spiking",134.324729305712,5.75587611471465,0
"2838",2838,"Asb13",0.0142855683058666,1.7303937395949,596.106985922787,1.07840853441509,0.172,20,5,25,"Fast-spiking",122.921595030176,1.85456075524902,0
"2839",2839,"Ash1l",0.0397244753133515,11.7839462809994,1752.11694565844,4.11467489107312,0.954,40,10,25,"Fast-spiking",244.239101841472,15.4794115094157,0
"2840",2840,"Asna1",0.0407091002793988,0.341217920727074,53.73797928319,0.885879547630548,0.951,36,9,25,"Fast-spiking",13.8103432013028,2.14650601413462,0
"2841",2841,"Asph",0.0430063668340384,0.979374604302353,312.753331484539,0.989100737877803,0.908,44,11,25,"Fast-spiking",32.5544803753994,0.866575992022094,0
"2842",2842,"Asxl2",0.0139077752181837,1.58914765476769,1575.53084137487,4.12404728722712,0.891,36,9,25,"Fast-spiking",193.757938967323,1.2284761857652,0
"2843",2843,"Atad2b",0.0564738885778454,2.90124565445249,249.717361677805,2.55468823466061,0.953,36,9,25,"Fast-spiking",50.4004969168499,4.44936710404723,0
"2844",2844,"Atcay",0.0235818246712658,0.660594047629521,669.650415071889,1.35755235661135,0.745,24,6,25,"Fast-spiking",214.411007015631,18.9326492767026,0
"2845",2845,"Atf1",0.03732474048085,0.895767157801493,223.432864422981,2.34729383168052,0.522,24,6,25,"Fast-spiking",71.5886710234368,17.0729105295155,0
"2846",2846,"Atf4",0.0498279717816694,0.679375611265735,1256.74284062923,1.05221815498392,0.271,40,10,25,"Fast-spiking",249.370831686274,10.6229186729989,0
"2847",2847,"Atg3",0.0270270036323322,2.35876925819777,533.740596463936,2.62829479914712,0.84,28,7,25,"Fast-spiking",81.8880108220394,1.92964128586215,0
"2848",2848,"Atg16l1",0.0652237358231205,0.631510882403158,1839.50426590678,1.15865500876773,0.884,44,11,25,"Fast-spiking",464.235065957274,81.2105033791465,0
"2849",2849,"Atl1",0.072674593503832,1.34586535170519,607.691632559967,2.3498317391396,0.683,32,8,25,"Fast-spiking",165.283105010595,52.0926997089761,0
"2850",2850,"Atm",0.0536374961691135,2.25118921545657,106.105835965427,0.237173870506129,0.586,24,6,25,"Fast-spiking",2.49896435177473,0.646724445296603,0
"2851",2851,"Atn1",0.086863417546197,1.39048915607544,21.2063303196526,1.11639217415661,0.612,36,9,25,"Fast-spiking",4.15425007367147,1.09748953787726,0
"2852",2852,"Atp1a3",0.0905092893403157,16.2050619484656,566.223846089625,7.03964040049316,0.98,44,11,25,"Fast-spiking",81.1825105478252,9.69784765818336,0
"2853",2853,"Atp1b1",0.0613135954280602,0.523802980253872,33440.8154148301,0.962847567002333,0.796,76,19,25,"Fast-spiking",5177.20034372821,875.122435526772,215.427254965534
"2854",2854,"Atp2a2",0.1916381608893,1.45533001075642,4589.62328196887,1.45386692770966,0.806,64,16,25,"Fast-spiking",1260.34917510789,200.486333026183,2.55213066786651
"2855",2855,"Atp2b2",0.102782040961009,2.76710837610137,195.066017906398,1.39925791772715,0.385,40,10,25,"Fast-spiking",28.8977868426802,1.7963939433662,0
"2856",2856,"Atp2b4",0.0298778610651107,0.694698621421247,381.053394335593,0.942698845029477,0.992,36,9,25,"Fast-spiking",55.3793495571001,1.90671955314731,0
"2857",2857,"Atp5a1",0.0458621213293838,0.517469469121834,11113.6442912357,0.975407711121837,0.909,72,18,25,"Fast-spiking",1084.19127249151,8.33857021707388,1.32224841071798
"2858",2858,"Atp5b",0.057966627715737,0.476100564887156,8323.603376154,0.974454688531045,0.747,84,21,25,"Fast-spiking",1176.39382194278,52.0826896995047,5.93424052741492
"2859",2859,"Atp5c1",0.0169663341675311,0.113208632453196,1054.0606749564,0.701026121505319,1,32,8,25,"Fast-spiking",366.073427343558,46.8682408367132,0
"2860",2860,"Atp5d",0.14174789032273,1.83097016418356,839.469429667514,1.78935058091662,0.437,40,10,25,"Fast-spiking",263.078403784586,76.4928919939751,0
"2861",2861,"Atp5e",0.0439954116962599,0.721631094260415,1385.07872263231,1.03228526938024,0.98,40,10,25,"Fast-spiking",248.297753924544,51.1933377912824,0
"2862",2862,"Atp5f1",0.0379460727351393,0.356759272241708,1724.2355203468,0.996797720740342,0.766,44,11,25,"Fast-spiking",420.827266733321,76.5478831055631,0
"2863",2863,"Atp5g1",0.109583126623948,0.613935292050327,286.03063478113,0.939583027141943,0.996,52,13,25,"Fast-spiking",79.1347644383102,18.3676248652752,0.17530438927104
"2864",2864,"Atp5g2",0.0644207739674669,0.482188873163371,5.33476014883371,1.79230819666509,0.744,20,5,25,"Fast-spiking",6.1074019417638,3.60525733315935,0
"2865",2865,"Atp5g3",0.0372349207959974,0.240817586678364,10200.3056887026,0.967656908739899,0.987,84,21,25,"Fast-spiking",1604.24459498543,27.589193066492,11.4837985872871
"2866",2866,"Atp5h",0.4537818064656,6.96067375996144,7553.62432168157,2.55288079769048,0.326,52,13,25,"Fast-spiking",1387.7099192002,169.140731862446,1.01992889913565
"2867",2867,"Atp5j2",0.11828571554105,2.83582208487172,5870.05230226402,1.90556356628239,0.954,44,11,25,"Fast-spiking",949.087413639189,142.9594201194,0
"2868",2868,"Atp5j",0.120018297602991,1.86624067670092,2345.31799117387,1.40271765007753,0.968,52,13,25,"Fast-spiking",419.56671156625,64.9892225253225,0.297963008251084
"2869",2869,"Atp5k",0.0125951868141617,0.0581434070170738,2583.06048742906,0.893363777325933,0.745,52,13,25,"Fast-spiking",833.432695589373,75.1255724429709,0.17530438927104
"2870",2870,"Atp5o",0.0305887216772361,0.434908333130978,3071.84814392063,0.993831455322526,0.927,40,10,25,"Fast-spiking",586.006252598084,59.3782496931389,0
