"","X","Gene.name","alpha","beta","lambda1","lambda2","MCpval","on_state_freq","on_state","total_cells","CellType","MEAN","MODE","MEDIAN"
"950",950,"Gnal",0.0348994585806602,1.25109805563155,362.217808386526,1.71682559954701,0.095,38.9830508474576,23,59,"Pyramidal",69.4022676298628,4.02695571359857,0
"951",951,"Gnao1",0.106463544743526,0.831767841449796,2289.06485440253,0.905561906507622,0.899,79.6610169491525,47,59,"Pyramidal",334.420315412491,41.2047245861052,47.6285200034849
"952",952,"Gnaq",0.12310169387867,1.86164305001429,4230.90561060012,1.22498977402478,0.401,86.4406779661017,51,59,"Pyramidal",346.086040961732,7.56935907198638,4.65865721476594
"953",953,"Gnas",0.203134621228034,1.36928958045887,5812.99367387749,1.08825361377579,0.763,83.0508474576271,49,59,"Pyramidal",1001.67548552157,184.985798928318,120.460700940246
"954",954,"Gnb1",0.20924056089366,2.30684678167853,2951.12056571257,1.23431950148721,0.952,67.7966101694915,40,59,"Pyramidal",414.525428597046,32.8052134690085,3.60549180952369
"955",955,"Gnb2l1",0.0561793631536476,0.587951740360027,1723.80908235419,0.948602940849752,0.949,62.7118644067797,37,59,"Pyramidal",252.845862137858,11.852753261463,0.835664787892699
"956",956,"Gng2",0.0627444694907159,0.74359257402576,653.804130272165,0.74809971366262,0.825,38.9830508474576,23,59,"Pyramidal",108.984952150162,13.426713756405,0
"957",957,"Gnl1",0.0870218221168379,1.35851097406588,1201.25786666064,1.13119902562864,0.892,45.7627118644068,27,59,"Pyramidal",178.587991904833,24.1787571068778,0
"958",958,"Gnl3l",0.142264146011295,5.44523903171751,6143.02424262887,2.07464748390421,0.944,57.6271186440678,34,59,"Pyramidal",476.178712332278,33.8682468996547,0.721098361904738
"959",959,"Gnptg",0.038969196374906,0.499341044006313,1149.28778534634,0.980498438027878,0.741,42.3728813559322,25,59,"Pyramidal",184.743661360282,32.6451085322769,0
"960",960,"Golga7b",0.0307712153957797,1.14739604466252,309.557643336225,1.40393655229693,0.057,23.728813559322,14,59,"Pyramidal",61.1418416965252,5.83342837067158,0
"961",961,"Golgb1",0.118412097358429,2.47993611280249,1223.12699124269,1.84959343870808,0.866,47.4576271186441,28,59,"Pyramidal",202.115520145472,14.6170540119264,0
"962",962,"Golim4",0.0825673650753116,1.02910419114059,46.8564727084195,0.0586422855395208,0.942,25.4237288135593,15,59,"Pyramidal",0.849411324433387,0.442220087497507,0
"963",963,"Gon4l",0.0812433017411559,2.51133677772672,3763.82750443273,1.32729657016806,0.478,45.7627118644068,27,59,"Pyramidal",349.134818311913,28.5431524162094,0
"964",964,"Gorasp2",0.0325862076883106,1.0620073045729,956.33000337375,4.36553716303507,0.176,55.9322033898305,33,59,"Pyramidal",244.078899320232,-0.425982962566872,0.24515416696172
"965",965,"Got1",0.138336454704694,1.60611119042529,3102.9963514822,1.18179292406728,0.957,54.2372881355932,32,59,"Pyramidal",547.104535587335,75.5210987161611,0.555865634782514
"966",966,"Gpatch8",0.078431949176264,1.08923618887518,821.715233264673,0.977295520841859,0.853,47.4576271186441,28,59,"Pyramidal",121.746580546115,19.5999400976327,0
"967",967,"Gpbp1l1",0.0584045888844944,4.05020870722958,270.160464123291,1.36629147724524,0.536,45.7627118644068,27,59,"Pyramidal",15.4491794150555,1.07978587299682,0
"968",968,"Gpm6a",0.151816326855777,1.01031582643548,9172.15822187253,0.984765538574214,0.666,84.7457627118644,50,59,"Pyramidal",1434.09901875207,231.120316048378,237.024113246811
"969",969,"Gpm6b",0.147285628457452,0.885572752083158,5704.10580717392,0.90281198193315,0.918,69.4915254237288,41,59,"Pyramidal",1167.05320520659,278.372218859595,167.775182916782
"970",970,"Gpr123",0.0429848817895481,0.65771897516695,854.54341124555,0.974999194550427,0.735,38.9830508474576,23,59,"Pyramidal",144.812947824435,27.8058065013708,0
"971",971,"Gprasp1",0.161060928357972,1.60756741721733,5941.354990977,0.993995743145396,0.841,69.4915254237288,41,59,"Pyramidal",840.342628662059,169.186908613689,27.4207275287851
"972",972,"Gprasp2",0.127907276628423,3.22864031703943,6715.17457151141,1.92320556160257,0.978,61.0169491525424,36,59,"Pyramidal",701.656806163318,59.8303468638449,1.00086614204258
"973",973,"Gprin1",0.065385396829411,3.30399365470341,84.5141404141342,1.71201181013176,0.623,25.4237288135593,15,59,"Pyramidal",12.9107185318609,1.9294908397287,0
"974",974,"Gps1",0.0644769531602096,3.24683482123533,190.387360067828,1.608874828274,0.565,35.5932203389831,21,59,"Pyramidal",17.4825410000904,1.48018523363742,0
"975",975,"Gpx4",0.0744376992569162,1.76076210961683,208.524829467617,3.39388973989424,0.891,50.8474576271186,30,59,"Pyramidal",68.6143605988801,1.88847376490892,0.231824340528078
"976",976,"Grb2",0.0860748655693258,2.28424278325447,212.433398483139,3.32453243916314,0.749,50.8474576271186,30,59,"Pyramidal",56.510807200465,2.69241239090955,0.139839162781115
"977",977,"Gria1",0.253522828096719,4.10738820212598,7913.25708813048,1.20862471244765,0.092,71.1864406779661,42,59,"Pyramidal",801.994121496827,158.544341962774,91.6671147592754
"978",978,"Gria2",0.218987525404788,0.932088222513418,11914.5417638014,0.921669295661391,0.372,93.2203389830508,55,59,"Pyramidal",2286.59790409664,314.135706403844,546.432541423085
"979",979,"Gria3",0.217726229973484,1.84347279025067,5582.34287667798,1.22082949090389,0.602,76.271186440678,45,59,"Pyramidal",965.030980595046,104.895105727828,27.1287975795363
"980",980,"Grin1",0.0636486686919887,0.471297294906197,178.040708788189,0.866567981069766,0.785,61.0169491525424,36,59,"Pyramidal",30.3233634465834,1.50833688199668,0.239998378693791
"981",981,"Grin2b",0.0583456828065619,0.843550076031488,4424.88433181361,0.985511546824117,0.776,72.8813559322034,43,59,"Pyramidal",408.156286692755,39.2962105398311,11.8004875273878
"982",982,"Grina",0.0886050773162307,0.924682328677493,896.895135637042,0.929286171058755,0.836,54.2372881355932,32,59,"Pyramidal",139.23964348885,14.5979284107198,0.406880263684109
"983",983,"Grip1",0.0290085693801075,8.50770780165423,1233.25647367146,3.20564418541569,0.429,37.2881355932203,22,59,"Pyramidal",62.8732177078582,1.45803423238111,0
"984",984,"Grip2",0.0575518995641746,65.8631512735855,1560.6975281982,1.97564636480865,0.24,27.1186440677966,16,59,"Pyramidal",14.4513208250194,0.686303395205944,0
"985",985,"Grk6",0.0167850563695607,2.93693761027696,1313.93540688424,3.86729437453403,0.214,30.5084745762712,18,59,"Pyramidal",127.173595346078,1.77580054095391,0
"986",986,"Grm3",0.0547664095390158,3.19444771069231,168.864095608997,1.47699893217269,0.362,32.2033898305085,19,59,"Pyramidal",17.4431961925613,1.95174357326614,0
"987",987,"Grm5",0.179426962160435,1.80340136910421,7717.31947482108,1.13073720590221,0.93,88.135593220339,52,59,"Pyramidal",933.789545812504,47.5984238355419,19.9700558155794
"988",988,"Grn",0.0679723981814517,5.9938206769946,339.449999653218,1.49824898856234,0.198,32.2033898305085,19,59,"Pyramidal",36.0943147511023,5.87461052857761,0
"989",989,"Grsf1",0.0186547459119353,0.119363897536452,535.380941202029,0.529330725084657,0.803,30.5084745762712,18,59,"Pyramidal",144.973045068466,12.5119001132138,0
"990",990,"Gsk3b",0.102481795864164,3.01659077541168,2138.33998962718,1.48338253715368,0.867,66.1016949152542,39,59,"Pyramidal",157.595352977818,14.3927540576219,0.548414550575701
"991",991,"Gsn",0.0105866700070931,0.255692039847478,2262.35778486086,0.0223218165966088,0.073,23.728813559322,14,59,"Pyramidal",11.0883826067333,0.507969134332098,0
"992",992,"Gstm5",0.0354527724369328,2.75276622839245,556.77591759776,1.54357662380107,0.237,33.8983050847458,20,59,"Pyramidal",54.3390120374804,1.49194706720982,0
"993",993,"Gtf2a1",0.0301750406568925,0.299945678937694,252.8614173426,0.902883641991908,0.892,37.2881355932203,22,59,"Pyramidal",56.4612101388231,5.31422643720441,0
"994",994,"Gtf2b",0.0312755359792826,2.01782723414279,326.809693610681,1.71393687324458,0.051,23.728813559322,14,59,"Pyramidal",50.2518160176583,2.04159294301127,0
"995",995,"Gtf2h3",0.122225526668162,6.35993613316068,168.108550330036,1.51296322105324,0.593,62.7118644067797,37,59,"Pyramidal",8.54235013753961,0.7342773125315,0.245364682039152
"996",996,"Gtf2ird1",0.0303577351016024,9.88613675234713,1580.23927835552,3.79642424740173,0.302,42.3728813559322,25,59,"Pyramidal",117.294059752137,0.538442495688648,0
"997",997,"Gtf2i",0.0438195941871109,0.81779528748696,6603.69239568926,0.979252061274432,0.996,79.6610169491525,47,59,"Pyramidal",447.740267563477,15.8210660785274,3.19622766248024
"998",998,"Gtf3c2",0.0236772835100539,0.355556781523611,383.669658616018,0.972768750611815,0.998,40.6779661016949,24,59,"Pyramidal",68.2822360867714,2.29027933048192,0
"999",999,"Gtpbp4",0.0265858573949492,2.76301033407586,371.586793908551,0.99032851885147,0.199,27.1186440677966,16,59,"Pyramidal",26.8345276850826,0.740043284841274,0
"1000",1000,"Gucy1a2",0.0406250094302366,1.13676573027126,578.727126546328,1.55654391876518,0.093,50.8474576271186,30,59,"Pyramidal",75.9317361944612,2.30421488706138,0.0922658570189961
"1001",1001,"Gucy1b3",0.0456155836097028,0.508716975704115,957.641182085546,0.976651061529682,0.112,32.2033898305085,19,59,"Pyramidal",217.87250498792,38.0356693686047,0
"1002",1002,"Gusb",0.0370402194283538,169.994303587209,3508.09922050502,1.00928616935326,0.254,37.2881355932203,22,59,"Pyramidal",7.35045571856361,0.437896939215444,0
"1003",1003,"Gxylt1",0.0223147984031928,0.499683766124345,2580.03991925576,0.966130425434301,0.401,32.2033898305085,19,59,"Pyramidal",430.692204841872,31.7774068767308,0
"1004",1004,"Gyk",0.037347735472577,2.65755617873523,348.538013479924,2.49145940350903,0.363,25.4237288135593,15,59,"Pyramidal",58.6327184826547,4.02738435090887,0
"1005",1005,"Gzmm",0.0458459820870039,166.079153922561,3766.53942089513,1.92292611482353,0.061,37.2881355932203,22,59,"Pyramidal",6.37154762674043,0.345533692005137,0
"1006",1006,"H2afz",0.186246404474064,4.22773804744397,2259.05776061768,2.31917003206179,0.706,66.1016949152542,39,59,"Pyramidal",264.170452085703,17.5661435229762,1.25108267755322
"1007",1007,"H2.Ke2",0.0342962730023266,7.59723948411261,250.587886271058,1.74447378052983,0.109,20.3389830508475,12,59,"Pyramidal",24.054153232233,1.41848299097282,0
"1008",1008,"H3f3a",0.1466584499319,1.08326356089851,197.708323014254,0.970186043124786,0.939,61.0169491525424,36,59,"Pyramidal",37.8326408602048,6.47146180495671,0.951027808414899
"1009",1009,"H3f3b",0.0383541529082869,0.397243202405974,2374.33113417744,0.951976135441025,0.965,64.4067796610169,38,59,"Pyramidal",357.674427065609,27.391290978961,3.65355087856356
"1010",1010,"Hars",0.0554797732551834,2.27799938370383,535.296282872003,2.53778937909432,0.098,42.3728813559322,25,59,"Pyramidal",106.940297076314,8.52375508155308,0
"1011",1011,"Hcfc1",0.0414638888514971,0.646346119112189,154.016808426524,1.44590772795374,0.171,35.5932203389831,21,59,"Pyramidal",40.0590562510655,1.20925428722488,0
"1012",1012,"Hcn1",0.0491459086368404,2.02343534619894,587.75330999082,1.59342215851147,0.744,40.6779661016949,24,59,"Pyramidal",74.997128284075,7.27452841143759,0
"1013",1013,"Hcn2",0.333399602214789,1.42071679560099,16.00996118163,0.667582878084202,0.749,71.1864406779661,42,59,"Pyramidal",2.93581937676969,1.20045686489706,0.919195800247028
"1014",1014,"Hdac3",0.0256300246429941,0.698413071599047,99.1891520577016,1.55076164365941,0.979,22.0338983050847,13,59,"Pyramidal",26.9044279702742,2.1786815110541,0
"1015",1015,"Hdac4",0.0437195309691782,5.11067884314257,730.404796498617,3.21043206794587,0.159,35.5932203389831,21,59,"Pyramidal",68.2859323685801,0.775973036963663,0
"1016",1016,"Hdac5",0.0281777998557993,0.469624173171862,242.132819753224,0.926028645831426,0.613,33.8983050847458,20,59,"Pyramidal",38.4157728997716,3.20562929291725,0
"1017",1017,"Hdac6",0.03578419510741,4.29122310085747,534.943271583839,2.63181281857018,0.08,25.4237288135593,15,59,"Pyramidal",62.3049122339504,3.76979701983375,0
"1018",1018,"Hdac11",0.0442556421415144,1.93600408126258,1356.75181080219,1.9690479748807,0.146,47.4576271186441,28,59,"Pyramidal",173.468457855656,13.7262824382081,0
"1019",1019,"Hdgfrp2",0.0266378270415071,0.319192142269026,119.062429707665,1.31608572057008,0.88,28.8135593220339,17,59,"Pyramidal",44.1189726189791,2.15377317436561,0
"1020",1020,"Hdgf",0.173145831361301,6.953325150596,1608.5749554175,3.19133953266342,0.739,45.7627118644068,27,59,"Pyramidal",212.897551216055,17.4272206591422,0
"1021",1021,"Heatr3",0.030930247456765,2.46115172066908,413.331498265675,1.68368108969725,0.161,30.5084745762712,18,59,"Pyramidal",60.2373081800591,2.57932382821156,0
"1022",1022,"Hectd2",0.0323102918639315,0.690522993141536,969.863314306497,0.578048183678651,0.992,35.5932203389831,21,59,"Pyramidal",103.583722311667,2.9308404718216,0
"1023",1023,"Hecw1",0.0203671491182335,0.233606916038902,2645.54981023269,0.951835511793096,0.982,54.2372881355932,32,59,"Pyramidal",374.161778940497,9.5254161939304,0.228346929910223
"1024",1024,"Hecw2",0.0339377805396715,3.84503646805824,948.947304808906,3.18716654805974,0.159,35.5932203389831,21,59,"Pyramidal",72.0961241099049,1.16667203218887,0
"1025",1025,"Helz",0.0157324352324816,0.194015061847024,152.891926755969,0.938535615128154,0.816,22.0338983050847,13,59,"Pyramidal",59.8974493293729,9.72546580779789,0
"1026",1026,"Herc2",0.0495949656323871,1.96310728720107,5446.68261971145,1.28966388669472,0.823,61.0169491525424,36,59,"Pyramidal",316.794264074349,14.8973303962231,0.738126856151969
"1027",1027,"Herc3",0.040047802088274,0.683658898202988,974.706787772532,0.588208424538066,0.999,28.8135593220339,17,59,"Pyramidal",142.450329733258,8.97578753241623,0
"1028",1028,"Herc4",0.074689439432724,10.522035071939,995.428977257439,1.96237576866583,0.063,40.6779661016949,24,59,"Pyramidal",80.3972660071363,5.67994438863686,0
"1029",1029,"Herpud2",0.0324914632450121,0.861215150639663,2075.0135825802,0.893247828482182,0.099,38.9830508474576,23,59,"Pyramidal",275.110496510568,21.8859079086278,0
"1030",1030,"Hey1",0.0307210796758362,1.08589612718345,3340.13299138655,0.0832185622385884,0.97,25.4237288135593,15,59,"Pyramidal",27.372171626353,2.09227420366246,0
"1031",1031,"Hiatl1",0.0308329819730558,1.60913671662144,15512.0844738269,0.133292990489154,0.832,28.8135593220339,17,59,"Pyramidal",162.84623458792,8.4253238630177,0
"1032",1032,"Hid1",0.0357776795630553,0.664034688780166,465.798852350074,0.953985014027548,0.788,28.8135593220339,17,59,"Pyramidal",83.8021513709516,6.8072795371357,0
"1033",1033,"Higd2a",0.0338586110311171,1.57380801183847,378.187285609063,1.57327342456267,0.145,23.728813559322,14,59,"Pyramidal",72.7570799882058,11.8915647347419,0
"1034",1034,"Hint1",0.0564039512676334,0.776991519222276,8062.32255478048,0.971550925192511,0.714,54.2372881355932,32,59,"Pyramidal",1053.33628318172,81.7243964202373,0.18178824428811
"1035",1035,"Hist1h2aa",0.153370986153144,1.64033918956144,38.3269679120827,0.0398115737266575,0.646,27.1186440677966,16,59,"Pyramidal",0.460925328017375,0.216458920280958,0
"1036",1036,"Hivep2",0.0716814694817146,1.55247428692176,12814.448741586,1.37826709300865,0.735,77.9661016949153,46,59,"Pyramidal",1040.2852454371,38.5439530244079,17.3069527258276
"1037",1037,"Hlcs",0.00359985596417467,299.053122744166,53871.2127713366,4.46699860138884,0.099,23.728813559322,14,59,"Pyramidal",150.509018046778,-1.66171979076259,0
"1038",1038,"Hmcn1",0.0423303947045512,6.6739266676686,162.858082543151,0.322371227763353,0.448,25.4237288135593,15,59,"Pyramidal",1.39493387710472,0.388228312315079,0
"1039",1039,"Hmgb1",0.10958144014605,2.00895301280414,81.7649314530207,1.59056867010844,0.087,57.6271186440678,34,59,"Pyramidal",13.3033220848722,0.851684777732505,0.284123933813348
"1040",1040,"Hmgn2",0.0811736110844676,0.60285380879872,37.7664593511724,0.931788752317748,0.937,37.2881355932203,22,59,"Pyramidal",11.423716663655,3.14677187954056,0
"1041",1041,"Hmgxb3",0.0355572278976535,3.00768994421878,469.884950187918,2.37101971909775,0.111,23.728813559322,14,59,"Pyramidal",66.9293152824186,7.45479987180651,0
"1042",1042,"Hnrnpa0",0.146975397132886,3.46774513003805,2464.87962762518,1.88082574898647,0.753,67.7966101694915,40,59,"Pyramidal",272.462319237932,16.3995444805998,2.37726576727896
"1043",1043,"Hnrnpa2b1",0.11449095756277,1.55914893426451,4800.17247356564,1.17891359584002,0.906,79.6610169491525,47,59,"Pyramidal",554.86423545104,55.9412725735093,35.5778788956771
"1044",1044,"Hnrnpab",0.0642805396470325,1.26478619453965,1953.13247438024,1.37279875466504,0.527,52.5423728813559,31,59,"Pyramidal",258.542225999967,19.4782409171234,0.228346929910223
"1045",1045,"Hnrnpc",0.11041625190006,2.1243383800409,1537.43010154074,1.51932518482392,0.592,54.2372881355932,32,59,"Pyramidal",177.167533794906,13.9805954126716,0.269387912954653
"1046",1046,"Hnrnph1",0.0853315001203556,2.77901466752851,2827.32564981261,1.34789924442778,0.659,61.0169491525424,36,59,"Pyramidal",204.765055867856,15.8433854008157,1.98886753669344
"1047",1047,"Hnrnph2",0.038581000286275,1.49361202075527,255.156455688414,1.32016091076928,0.66,32.2033898305085,19,59,"Pyramidal",35.7203958825643,1.93336002062829,0
"1048",1048,"Hnrnpl",0.0932331201071998,1.63205096264689,443.0570930294,1.35733592960793,0.703,54.2372881355932,32,59,"Pyramidal",66.3368524997395,8.69073134587097,0.18178824428811
"1049",1049,"Hnrnpr",0.039745721167326,0.279104523486663,1648.96017824596,0.456001463733056,0.322,47.4576271186441,28,59,"Pyramidal",231.404647011195,7.95831587166029,0
"1050",1050,"Hnrnpul2",0.033425232706792,1.31875662497038,613.138161029597,1.50480649521186,0.788,40.6779661016949,24,59,"Pyramidal",87.3535496012103,4.54238232744409,0
"1051",1051,"Hnrnpu",0.104920361599753,0.814811302441052,4278.02512695933,1.00626432085889,0.532,59.3220338983051,35,59,"Pyramidal",881.448853478076,91.5534803157429,12.6394299168771
"1052",1052,"Hnrpdl",0.166130157058888,2.29901535879732,11373.9074666307,1.08606707056822,0.837,69.4915254237288,41,59,"Pyramidal",1226.69765916253,154.521992698287,16.1201034086929
"1053",1053,"Hnrpll",0.0271821416250513,0.64551989994417,1751.43783341855,0.990136475550046,0.963,49.1525423728814,29,59,"Pyramidal",151.782765620914,5.88963255142836,0
"1054",1054,"Homer1",0.0529295009872634,0.882041143110965,6778.89844899899,0.981648887563032,0.987,74.5762711864407,44,59,"Pyramidal",570.627983755082,23.4083610399525,2.92487760307041
"1055",1055,"Homer2",0.0371811489732671,0.457294710055601,149.628834457021,3.28652348002321,0.968,47.4576271186441,28,59,"Pyramidal",85.7423709474011,1.9331270123005,0
"1056",1056,"Hp1bp3",0.0482266707231992,0.375536835098091,1117.9253818228,0.917401620262237,0.836,50.8474576271186,30,59,"Pyramidal",217.209428906753,14.7010597419334,0.177568203471125
"1057",1057,"Hpca",0.0540511203066421,1.53054497970877,2654.70494154961,1.48057798835518,0.766,50.8474576271186,30,59,"Pyramidal",283.831175966095,25.6478152978538,0.167744024977082
"1058",1058,"Hs1bp3",0.0602334218733715,57.2428367018874,2370.48559266129,1.84981003020607,0.577,54.2372881355932,32,59,"Pyramidal",6.10829831609026,0.464081479524589,0.208916196973175
"1059",1059,"Hsbp1",0.170927636895683,1.82234942004716,2121.44117769276,1.36305830950544,0.861,57.6271186440678,34,59,"Pyramidal",410.383202519166,35.8299171259356,0.406880263684109
"1060",1060,"Hsd17b11",0.237848735190827,17.7799916970373,606.655984946408,5.16303308112232,0.463,91.5254237288136,54,59,"Pyramidal",50.8651640163412,8.08628068091193,9.72408433019017
"1061",1061,"Hsp90aa1",0.143648041149273,1.92709565456234,15435.4601946607,1.49548464007129,0.935,88.135593220339,52,59,"Pyramidal",1788.59013375064,159.005758269128,158.642934777931
"1062",1062,"Hsp90ab1",0.163188614689875,1.63355748532514,7705.78425524377,1.20368327151245,0.975,74.5762711864407,44,59,"Pyramidal",1048.23828976818,97.9197987114401,28.5644977199336
"1063",1063,"Hsp90b1",0.0668158404868215,2.3838020009498,7100.12551307755,1.32435636767784,0.824,62.7118644067797,37,59,"Pyramidal",418.764966876085,32.2833831080567,0.775538932828703
"1064",1064,"Hspa4l",0.059237071507821,31.9231660010925,896.240947757052,8.0179182343709,0.528,32.2033898305085,19,59,"Pyramidal",105.13815716458,7.18555271733803,0
"1065",1065,"Hspa4",0.0574185894788016,1.79015012840902,9179.70462613579,1.39957293300653,0.973,64.4067796610169,38,59,"Pyramidal",686.639600010571,49.760192706404,2.16329508571422
"1066",1066,"Hspa5",0.0933933780092922,3.29986857627361,9326.1789175478,1.40678438336147,0.594,62.7118644067797,37,59,"Pyramidal",541.768855910504,21.7281824645173,1.34693956477327
"1067",1067,"Hspa8",0.158785007018007,1.4272071707799,4250.74000055583,1.18391091820687,0.545,79.6610169491525,47,59,"Pyramidal",650.778621553089,98.2593065220524,80.035444482198
"1068",1068,"Hsph1",0.0605300903985573,0.7086681734311,4752.91880048405,0.959955867917294,0.989,57.6271186440678,34,59,"Pyramidal",673.111036945661,29.4706674698264,0.203611208539148
"1069",1069,"Htr2c",0.0171493561102193,0.296873360265323,1413.41416804121,0.9589569540038,0.671,22.0338983050847,13,59,"Pyramidal",240.85225774503,0.510609728347504,0
"1070",1070,"Hyal1",0.0537591521992299,2.51252794209682,373.243971459721,0.0563256898575682,0.799,23.728813559322,14,59,"Pyramidal",1.6924172494108,0.614401467615645,0
"1071",1071,"Hyal3",0.0135687420459532,3.01725463122616,860.619682097708,0.983962809632604,0.313,23.728813559322,14,59,"Pyramidal",3.00476741525917,0.288398050181508,0
"1072",1072,"Iars",0.0606710352430597,0.61540840330197,732.797203100735,0.968565811725631,0.649,45.7627118644068,27,59,"Pyramidal",146.895703502533,9.34181119705744,0
"1073",1073,"Id2",0.128219510818176,1.47983084265614,989.299255384566,1.14591786174392,0.346,52.5423728813559,31,59,"Pyramidal",179.304037822095,20.5203884229904,0.187075744406684
"1074",1074,"Idh3a",0.119150839276557,1.73645575327211,777.754603558357,1.32425476780192,0.851,49.1525423728814,29,59,"Pyramidal",133.904251051118,17.0373832902555,0
"1075",1075,"Idh3b",0.0959269837358021,2.12372955577985,1171.17972660066,1.42095751210759,0.976,42.3728813559322,25,59,"Pyramidal",165.113014019944,22.3581551218516,0
"1076",1076,"Ids",0.0392383081062469,0.665133859428416,3951.7173671347,0.972578067011504,0.999,76.271186440678,45,59,"Pyramidal",340.474480570833,19.5326688140723,2.16329508571422
"1077",1077,"Ier5",0.0187494604476814,0.799319403377383,353.055471763595,0.923707576546057,0.829,27.1186440677966,16,59,"Pyramidal",44.2763138924622,3.34444831094412,0
"1078",1078,"Ifit1",0.0980583937760074,46.3375221005216,375.414386396746,0.680056386458641,0.067,33.8983050847458,20,59,"Pyramidal",1.78652394112851,0.312064554139265,0
"1079",1079,"Ift57",0.0254610484154499,1.36172965783464,444.401219816083,1.00671442123535,0.995,27.1186440677966,16,59,"Pyramidal",39.8376005946776,1.88897325648286,0
"1080",1080,"Ift74",0.0270288344944584,1.30586178947879,1976.22179783746,1.10572802100865,0.066,25.4237288135593,15,59,"Pyramidal",265.456502457152,15.9778827775109,0
"1081",1081,"Igdcc3",0.0252421420043647,0.88935564439792,238.478817748394,0.0437048696451388,0.72,23.728813559322,14,59,"Pyramidal",1.36642509791747,0.302218504653505,0
"1082",1082,"Igf1",0.0149134602320125,105.984086957384,4835.96151634584,1.92950788796832,0.435,23.728813559322,14,59,"Pyramidal",9.46523357122951,0.173356757642521,0
"1083",1083,"Igf2r",0.0295433021432325,1.31634325086939,389.056723344744,1.47583501076449,0.192,28.8135593220339,17,59,"Pyramidal",83.6246392840948,3.49036102244789,0
"1084",1084,"Igfbp5",0.0426592721400887,1.31014355595977,226.984067493645,1.63654479583014,0.984,32.2033898305085,19,59,"Pyramidal",40.1028287804954,2.86303409407332,0
"1085",1085,"Igsf8",0.0687911713676388,23.003225771629,1884.39726270292,11.1504860997567,0.334,55.9322033898305,33,59,"Pyramidal",182.566882301144,14.5430797705879,0.27967832556223
"1086",1086,"Ikbip",0.0745677638150654,2.10731930894597,29.7288611432176,0.301112916964325,0.678,20.3389830508475,12,59,"Pyramidal",1.68624453784897,0.602890105828014,0
"1087",1087,"Ikbkap",0.058184348216052,4.06342792594349,1599.38139823274,0.602639073682278,0.176,30.5084745762712,18,59,"Pyramidal",151.261426744479,8.90726998916919,0
"1088",1088,"Ikzf4",0.046331512770488,0.788806064081876,81.1798913872272,1.62579911895871,0.691,27.1186440677966,16,59,"Pyramidal",27.4020117224472,2.04502671724249,0
"1089",1089,"Il6ra",0.0687269611636938,3.29076848248179,245.986813128959,0.069001257789291,0.293,25.4237288135593,15,59,"Pyramidal",1.25768351373974,0.34253145025777,0
"1090",1090,"Il6st",0.0275983014289681,0.671319257437798,350.516484335734,0.0576216005011473,0.921,25.4237288135593,15,59,"Pyramidal",3.12350233614043,0.455491214646811,0
"1091",1091,"Il31ra",0.143607522412612,5.92758773801636,166.2706454195,0.0699068948045736,0.867,27.1186440677966,16,59,"Pyramidal",0.902777794131874,0.397483819465116,0
"1092",1092,"Ilf2",0.0199873976986582,0.230530429079966,292.289636021881,0.921740448703832,0.728,33.8983050847458,20,59,"Pyramidal",58.7960180067391,2.61054833998308,0
"1093",1093,"Impact",0.0825123075931373,1.24595077647894,3366.25814296674,1.09403040173733,0.891,62.7118644067797,37,59,"Pyramidal",373.693428153595,42.4317341256385,1.50969622479374
"1094",1094,"Impdh1",0.0303699475494956,2.04523366089107,425.973489880068,1.48917457231569,0.329,22.0338983050847,13,59,"Pyramidal",81.8578778353641,9.3622969476186,0
"1095",1095,"Ino80d",0.0297961873209618,0.767175852948057,1923.08770778136,0.934971754979431,1,38.9830508474576,23,59,"Pyramidal",205.879370293448,3.05009649806544,0
"1096",1096,"Inpp4a",0.0588665787333829,1.07662537144066,3356.24303235922,1.0934931270332,0.961,83.0508474576271,49,59,"Pyramidal",262.921279829231,6.43613865122582,4.49169823492326
"1097",1097,"Inpp5b",0.0359056816132237,0.581099446009828,196.445981939971,1.0177455481952,0.847,30.5084745762712,18,59,"Pyramidal",42.3643592141362,4.40415895280259,0
"1098",1098,"Insig1",0.0522553618195471,211.529079968263,6418.89539826011,2.78973624814936,0.079,40.6779661016949,24,59,"Pyramidal",23.5126486811593,0.523512767056701,0
"1099",1099,"Insr",0.0615278217137117,12.709986606637,1418.85816041313,1.21447486068505,0.094,28.8135593220339,17,59,"Pyramidal",97.3031957239436,2.11219526897668,0
"1100",1100,"Ints3",0.0345565983052658,1.84739541808047,144.911776674054,1.64774454785984,0.404,23.728813559322,14,59,"Pyramidal",13.2028837939587,0.893505085814102,0
"1101",1101,"Ip6k1",0.0837086224978612,3.4383839055357,478.172801315965,1.62080368254092,0.085,44.0677966101695,26,59,"Pyramidal",78.3219859216908,7.32452843198772,0
"1102",1102,"Ipo4",0.062165813257504,5.7878209266221,712.297376531656,3.22624637007159,0.135,52.5423728813559,31,59,"Pyramidal",88.3394717002616,3.37181842520224,0.181652041274817
"1103",1103,"Ipo5",0.0934883031460076,1.92995379422924,172.650865548394,1.723064738648,0.862,38.9830508474576,23,59,"Pyramidal",46.0669899227994,6.79965417439558,0
"1104",1104,"Ipo9",0.0603816438391154,0.630961709323838,650.047053255091,0.963575317607082,0.123,38.9830508474576,23,59,"Pyramidal",126.32947172014,12.2297685254032,0
